kids,morekids,boys2,girls2,boy1st,boy2nd,samesex,multi2nd,age,agefstm,black,hispan,worked,weeks,hours,labinc,faminc,nonmomi,educ,agesq
2,0,1,0,1,1,1,0,21,16,1,0,0,0,0,0,21.00222,21.00222,10,441
3,1,0,0,1,0,0,0,24,20,1,0,1,50,40,21.00222,38.85569,17.85347,13,576
2,0,0,0,0,1,0,0,35,22,0,1,1,46,35,25.8933,73.14569,47.25238,18,1225
2,0,0,1,0,0,1,0,31,23,1,0,0,0,0,0,25.20058,25.20058,12,961
2,0,0,0,0,1,0,0,25,21,0,1,1,50,35,7.3576,38.85569,31.49809,9,625
3,1,1,0,1,1,1,0,29,19,1,0,0,0,0,0,12.60553,12.60553,14,841
2,0,0,1,0,0,1,0,31,20,1,0,1,52,40,23.10139,39.90528,16.80388,13,961
3,1,0,1,0,0,1,0,30,19,1,0,1,52,35,3.36917,24.37139,21.00222,12,900
2,0,0,1,0,0,1,0,31,18,1,0,1,52,40,14.07495,14.7152,.64025,12,961
2,0,1,0,1,1,1,0,23,18,0,1,1,10,40,2.31959,7.57802,5.25843,6,529
4,1,0,0,1,0,0,0,24,15,1,0,1,52,40,15.85925,24.06702,8.207769,12,576
2,0,0,1,0,0,1,0,28,19,1,0,1,52,40,10.71627,27.52016,16.80388,12,784
2,0,0,0,0,1,0,0,31,17,0,1,1,52,40,10.50636,56.69866,46.19231,12,961
3,1,0,1,0,0,1,0,27,18,1,0,1,52,40,18.90305,50.40116,31.49809,12,729
4,1,1,0,1,1,1,0,32,22,1,0,0,0,0,0,8.40719,8.40719,16,1024
4,1,0,0,0,1,0,0,35,20,1,0,1,52,40,14.07495,32.978,18.90305,9,1225
2,0,0,1,0,0,1,0,28,24,1,0,0,0,0,0,31.49809,31.49809,16,784
3,1,0,0,0,1,0,0,31,17,1,0,1,45,40,14.7047,42.00444,27.29975,13,961
2,0,0,0,0,1,0,0,30,16,0,1,0,0,0,0,28.98958,28.98958,8,900
3,1,0,0,0,1,0,0,33,25,0,1,1,52,35,12.60553,27.31023,14.7047,14,1089
2,0,0,0,0,1,0,0,27,23,0,1,1,52,40,13.02537,32.978,19.95264,16,729
2,0,0,1,0,0,1,0,23,19,0,1,1,6,40,.85017,19.75322,18.90305,10,529
2,0,0,0,0,1,0,0,31,22,1,0,1,52,40,16.90883,88.67957,71.77069,11,961
2,0,0,1,0,0,1,0,26,21,1,0,1,44,30,4.20884,33.60775,29.39892,12,676
2,0,0,0,0,1,0,0,34,21,1,0,1,50,38,41.00734,91.4085,50.40116,18,1156
2,0,0,0,0,1,0,0,29,20,1,0,1,52,40,20.60338,53.02509,32.42173,12,841
4,1,0,0,1,0,0,0,29,18,1,0,0,0,0,0,62.98569,62.98569,12,841
2,0,0,0,1,0,0,0,30,18,1,0,0,0,0,0,16.07966,16.07966,11,900
2,0,0,0,0,1,0,0,28,23,1,0,1,50,40,14.7047,37.48072,22.77603,12,784
4,1,0,0,0,1,0,0,33,17,0,1,1,52,31,10.98917,21.07569,10.08652,12,1089
4,1,0,0,0,1,0,0,32,16,1,0,1,40,38,8.40719,46.20278,37.79559,10,1024
2,0,1,0,1,1,1,0,32,21,1,0,1,52,40,11.66091,34.59438,22.93347,12,1024
2,0,0,1,0,0,1,0,32,22,1,0,1,20,40,16.0062,64.08775,48.08156,16,1024
3,1,0,1,0,0,1,0,31,22,0,1,0,0,0,0,14.87264,14.87264,11,961
2,0,1,0,1,1,1,0,25,22,0,1,0,0,0,0,16.80388,16.80388,12,625
5,1,0,0,0,1,0,0,35,24,0,1,0,0,0,0,60.939,60.939,16,1225
5,1,1,0,1,1,1,0,35,17,1,0,1,52,40,14.20091,35.88534,21.68445,10,1225
2,0,1,0,1,1,1,0,34,25,1,0,1,52,30,13.4452,55.31322,41.868,15,1156
2,0,0,0,0,1,0,0,29,23,0,1,0,0,0,0,28.34933,28.34933,12,841
2,0,0,0,1,0,0,0,27,17,1,0,1,10,20,1.06008,34.65734,33.59725,12,729
3,1,0,1,0,0,1,0,33,21,0,1,0,0,0,0,10.04454,10.04454,10,1089
3,1,0,1,0,0,1,0,34,19,0,1,0,0,0,0,31.97041,31.97041,12,1156
2,0,1,0,1,1,1,0,34,22,0,1,0,0,0,0,75.36031,75.36031,12,1156
3,1,0,0,0,1,0,0,33,20,0,1,0,0,0,0,50.96791,50.96791,12,1089
2,0,0,0,1,0,0,0,33,27,1,0,0,0,0,0,37.79559,37.79559,6,1089
2,0,0,0,0,1,0,0,33,27,0,1,0,0,0,0,25.20058,25.20058,18,1089
3,1,0,0,1,0,0,0,29,18,1,0,1,24,40,4.20884,16.81438,12.60553,13,841
2,0,0,0,0,1,0,0,31,22,1,0,1,36,40,27.29975,69.29369,41.99394,16,961
6,1,1,0,1,1,1,0,26,15,1,0,1,1,40,.2624,42.25634,41.99394,12,676
3,1,1,0,1,1,1,0,32,15,1,0,1,52,40,7.65148,26.21867,18.56719,15,1024
3,1,0,0,0,1,0,0,30,21,0,1,0,0,0,0,9.44627,9.44627,12,900
5,1,1,0,1,1,1,1,29,18,1,0,1,40,30,12.60553,37.80609,25.20058,12,841
2,0,0,1,0,0,1,0,28,21,0,1,1,52,40,13.10934,27.81405,14.7047,13,784
4,1,0,0,1,0,0,0,31,16,0,1,0,0,0,0,21.63197,21.63197,8,961
2,0,0,0,0,1,0,0,31,21,1,0,1,40,40,25.20058,63.05916,37.85859,16,961
4,1,1,0,1,1,1,0,31,17,1,0,1,30,40,8.197269,13.4662,5.26892,11,961
3,1,0,0,1,0,0,0,27,19,1,0,0,0,0,0,27.29975,27.29975,12,729
2,0,1,0,1,1,1,0,31,19,1,0,1,50,40,14.34784,31.93892,17.59106,12,961
3,1,0,1,0,0,1,0,31,22,0,1,1,10,15,.95512,52.40584,51.45072,14,961
2,0,0,0,1,0,0,0,29,22,0,1,1,36,40,17.85347,54.5995,36.74603,13,841
3,1,0,1,0,0,1,0,32,19,0,1,1,30,40,12.60553,30.27008,17.66453,4,1024
2,0,1,0,1,1,1,0,35,18,0,1,1,51,50,21.00222,46.20278,46.20278,8,1225
2,0,0,0,0,1,0,0,33,19,0,1,1,24,26,2.31959,27.80355,25.48395,8,1089
3,1,1,0,1,1,1,0,23,15,1,0,0,0,0,0,18.90305,18.90305,12,529
2,0,1,0,1,1,1,0,33,18,0,1,1,17,40,4.62868,14.66273,10.03405,7,1089
2,0,1,0,1,1,1,0,33,24,0,1,1,20,35,5.88818,36.43116,30.54297,8,1089
3,1,0,1,0,0,1,0,35,18,1,0,1,52,40,25.20058,96.58294,71.38239,12,1225
3,1,0,1,0,0,1,0,28,16,0,1,1,39,40,8.40719,68.68494,60.27775,8,784
3,1,1,0,1,1,1,0,35,23,1,0,1,40,40,12.60553,37.80609,25.20058,12,1225
4,1,0,0,0,1,0,0,27,19,1,0,0,0,0,0,13.49768,13.49768,6,729
2,0,1,0,1,1,1,0,33,20,1,0,0,0,0,0,32.02289,32.02289,12,1089
2,0,1,0,1,1,1,0,31,21,0,1,1,46,12,11.55595,157.438,145.882,18,961
2,0,0,1,0,0,1,0,26,17,1,0,1,52,45,25.20058,58.79784,33.59725,11,676
2,0,0,0,0,1,0,0,34,22,0,1,0,0,0,0,57.43338,57.43338,6,1156
3,1,1,0,1,1,1,0,31,26,1,0,0,0,0,0,16.81438,16.81438,14,961
3,1,0,1,0,0,1,0,35,22,0,1,0,0,0,0,44.09313,44.09313,12,1225
2,0,1,0,1,1,1,0,27,16,0,1,1,50,40,16.80388,56.70916,39.90528,12,729
3,1,0,1,0,0,1,0,25,18,1,0,0,0,0,0,18.90305,18.90305,13,625
4,1,0,1,0,0,1,0,30,17,1,0,1,48,45,35.69644,71.39288,35.69644,13,900
2,0,1,0,1,1,1,0,31,18,1,0,0,0,0,0,35.69644,35.69644,12,961
2,0,1,0,1,1,1,0,27,21,1,0,1,21,22,7.69347,28.12892,20.43545,10,729
2,0,0,0,1,0,0,0,33,19,1,0,1,26,40,6.01413,55.39719,49.38303,14,1089
3,1,1,0,1,1,1,0,35,21,1,0,1,52,8,21.82091,26.95338,5.13248,12,1225
3,1,0,1,0,0,1,0,31,20,0,1,1,4,16,.43033,37.14488,36.71453,12,961
4,1,0,0,0,1,0,1,30,16,1,0,1,35,40,23.85709,49.90784,26.05073,7,900
2,0,1,0,1,1,1,0,26,22,1,0,0,0,0,0,27.29975,27.29975,12,676
5,1,1,0,1,1,1,0,30,20,1,0,0,0,0,0,47.19991,47.19991,13,900
2,0,1,0,1,1,1,0,26,20,1,0,1,20,40,8.323219,20.17305,11.84983,12,676
2,0,0,1,0,0,1,0,32,23,1,0,1,52,39,28.49627,60.62413,32.12784,14,1024
3,1,0,0,1,0,0,0,34,24,1,0,0,0,0,0,25.20058,25.20058,12,1156
2,0,0,1,0,0,1,0,27,17,1,0,1,47,40,12.60553,25.22156,12.61603,14,729
2,0,0,0,0,1,0,0,28,24,0,1,1,52,35,18.04239,36.45213,18.40975,18,784
2,0,0,0,0,1,0,0,24,20,1,0,1,36,39,10.50636,37.80609,27.29975,12,576
4,1,1,0,1,1,1,0,31,17,1,0,0,0,0,0,14.89363,14.89363,8,961
2,0,1,0,1,1,1,0,32,24,1,0,1,52,40,14.7047,37.80609,23.10139,13,1024
3,1,0,1,0,0,1,0,29,22,1,0,1,52,40,15.7543,32.55817,16.80388,13,841
2,0,0,1,0,0,1,0,29,24,1,0,0,0,0,0,23.10139,23.10139,12,841
3,1,1,0,1,1,1,0,26,18,1,0,1,52,40,21.00222,59.84744,38.84519,12,676
2,0,0,0,0,1,0,0,29,17,1,0,0,0,0,0,0,0,10,841
4,1,0,0,0,1,0,0,29,18,0,1,1,30,40,8.6171,37.59619,28.97908,9,841
2,0,1,0,1,1,1,0,30,21,1,0,0,0,0,20.58239,47.88213,27.29975,17,900
4,1,0,0,0,1,0,0,30,20,1,0,1,49,40,12.37463,28.40181,16.02719,5,900
4,1,0,1,0,0,1,0,28,17,1,0,0,0,0,0,15.16652,15.16652,12,784
2,0,1,0,1,1,1,0,28,19,1,0,1,36,26,6.30802,21.65297,15.34495,12,784
2,0,0,0,0,1,0,0,29,15,1,0,0,0,0,0,24.41338,24.41338,9,841
4,1,0,0,0,1,0,0,23,17,0,1,0,0,0,0,27.29975,27.29975,6,529
4,1,0,1,0,0,1,0,35,24,0,1,0,0,0,0,23.41627,23.41627,10,1225
3,1,0,1,0,0,1,0,33,21,0,1,0,0,0,0,6.83281,6.83281,5,1089
2,0,0,1,0,0,1,0,31,16,0,1,1,23,40,7.14768,53.34,46.19231,12,961
3,1,0,0,1,0,0,0,28,20,1,0,0,0,0,0,41.99394,41.99394,12,784
2,0,1,0,1,1,1,0,27,18,0,1,0,0,0,0,62.98569,62.98569,12,729
2,0,0,0,0,1,0,0,28,21,1,0,1,8,40,2.10967,26.00875,23.89908,15,784
3,1,0,0,1,0,0,0,34,23,0,1,1,30,40,10.48537,48.41744,37.93206,12,1156
2,0,1,0,1,1,1,0,34,24,0,1,0,0,0,0,44.09313,44.09313,14,1156
3,1,1,0,1,1,1,0,34,20,0,1,1,50,40,21.00222,47.64072,26.6385,14,1156
2,0,0,1,0,0,1,0,35,22,0,1,1,52,36,21.27511,54.34759,33.07247,12,1225
2,0,0,0,0,1,0,0,32,23,0,1,1,36,37,27.29975,80.17788,52.87816,17,1024
4,1,0,0,0,1,0,0,21,17,1,0,0,0,0,0,31.49809,31.49809,11,441
2,0,1,0,1,1,1,0,34,24,0,1,1,46,50,21.00222,146.9631,125.9609,16,1156
2,0,0,0,1,0,0,0,24,17,1,0,1,40,40,14.7047,39.90528,25.20058,11,576
3,1,0,1,0,0,1,0,27,16,1,0,0,0,0,0,14.11694,14.11694,11,729
2,0,0,0,1,0,0,0,26,22,0,1,1,48,24,9.41479,30.85784,21.44305,12,676
3,1,1,0,1,1,1,0,33,16,0,1,1,40,40,23.10139,59.43809,36.33669,13,1089
2,0,0,0,0,1,0,0,30,26,0,1,0,0,0,0,147.4984,147.4984,16,900
2,0,1,0,1,1,1,0,26,17,1,0,1,15,16,1.03909,19.95264,18.91355,12,676
2,0,0,0,1,0,0,0,30,19,1,0,0,0,0,0,26.25016,26.25016,13,900
2,0,0,1,0,0,1,0,25,17,1,0,0,0,0,0,18.00041,18.00041,12,625
2,0,0,0,1,0,0,0,30,22,0,1,1,52,25,7.98735,20.59289,12.60553,12,900
3,1,1,0,1,1,1,0,32,19,0,1,1,18,40,4.20884,29.40941,25.20058,12,1024
2,0,0,0,1,0,0,0,27,18,1,0,1,52,20,118.9496,129.1201,10.17049,14,729
2,0,0,1,0,0,1,0,26,21,1,0,1,30,22,6.30802,40.23066,33.92263,16,676
2,0,0,1,0,0,1,0,34,20,0,1,0,0,0,0,21.01272,21.01272,13,1156
2,0,0,0,0,1,0,0,32,23,1,0,0,0,0,0,42.93859,42.93859,12,1024
3,1,0,1,0,0,1,0,25,16,0,1,0,0,0,0,12.60553,12.60553,8,625
2,0,0,0,1,0,0,0,31,19,0,1,1,52,40,12.60553,60.897,48.29147,12,961
4,1,0,0,1,0,0,0,32,18,1,0,0,0,0,0,18.90305,18.90305,9,1024
2,0,0,0,0,1,0,0,32,24,0,1,0,0,0,0,35.69644,35.69644,12,1024
3,1,0,1,0,0,1,0,29,20,0,1,0,0,0,0,56.73016,56.73016,12,841
3,1,0,0,1,0,0,0,33,20,1,0,0,0,0,0,43.04353,43.04353,12,1089
2,0,0,0,0,1,0,0,34,27,1,0,1,50,40,21.00222,62.99619,41.99394,15,1156
2,0,1,0,1,1,1,0,30,18,1,0,1,52,40,25.20058,42.43478,17.2342,13,900
3,1,0,0,1,0,0,0,29,18,0,1,0,0,0,0,22.16727,22.16727,12,841
2,0,0,0,1,0,0,0,27,19,0,1,1,16,40,5.67826,20.38297,14.7047,12,729
2,0,0,0,0,1,0,0,27,17,1,0,0,0,0,0,50.39066,50.39066,13,729
3,1,0,0,0,1,0,0,34,22,1,0,1,36,35,23.73116,42.00444,18.2733,16,1156
2,0,0,0,0,1,0,0,25,19,1,0,0,0,0,0,41.99394,41.99394,12,625
2,0,1,0,1,1,1,0,26,18,0,1,1,52,35,12.60553,30.00767,17.40214,12,676
2,0,0,0,1,0,0,0,28,21,0,1,1,52,40,18.90305,61.53725,42.63419,12,784
2,0,0,0,1,0,0,0,23,18,0,1,1,8,40,.85017,18.2838,17.43363,12,529
2,0,1,0,1,1,1,0,28,21,1,0,1,52,38,34.77278,58.92378,24.15098,16,784
2,0,0,0,1,0,0,0,35,21,0,1,1,52,40,23.10139,73.49207,50.39066,16,1225
4,1,1,0,1,1,1,0,29,18,1,0,1,49,36,13.92802,32.78906,18.86106,12,841
4,1,0,0,1,0,0,0,33,16,1,0,0,0,0,0,19.08148,19.08148,7,1089
2,0,0,0,0,1,0,0,32,19,1,0,1,52,40,24.15098,66.14494,41.99394,18,1024
3,1,1,0,1,1,1,0,34,20,0,1,0,0,0,0,14.7047,14.7047,8,1156
3,1,0,1,0,0,1,0,30,19,1,0,1,44,40,16.80388,60.9495,44.14559,12,900
3,1,0,0,0,1,0,0,33,23,1,0,0,0,0,0,31.88644,31.88644,9,1089
2,0,1,0,1,1,1,0,32,28,1,0,0,0,0,0,50.51659,50.51659,14,1024
4,1,0,1,0,0,1,0,31,17,1,0,0,0,0,0,21.00222,21.00222,10,961
2,0,0,0,1,0,0,0,33,20,0,1,0,0,0,0,37.82709,37.82709,9,1089
4,1,0,0,1,0,0,0,28,16,1,0,0,0,0,0,12.60553,12.60553,6,784
4,1,0,0,0,1,0,0,35,18,1,0,1,48,34,10.50636,11.53495,1.02859,12,1225
2,0,1,0,1,1,1,0,29,24,0,1,1,50,20,8.40719,52.09097,43.68378,12,841
2,0,0,1,0,0,1,0,30,19,0,1,1,48,40,26.04023,65.67263,39.63238,12,900
3,1,0,1,0,0,1,0,32,21,0,1,1,52,40,33.59725,83.98788,50.39066,12,1024
4,1,0,0,0,1,0,0,35,23,0,1,0,0,0,0,48.66931,48.66931,16,1225
3,1,1,0,1,1,1,0,24,16,1,0,1,52,40,7.3576,28.35983,21.00222,10,576
3,1,0,0,0,1,0,0,33,18,1,0,0,0,0,0,33.0095,33.0095,12,1089
2,0,0,1,0,0,1,0,26,17,0,1,0,0,0,0,37.79559,37.79559,12,676
2,0,0,0,0,1,0,0,34,24,0,1,0,0,0,0,71.38239,71.38239,12,1156
2,0,0,0,1,0,0,0,27,22,1,0,1,40,37,23.10139,48.30197,25.20058,17,729
2,0,1,0,1,1,1,0,29,21,0,1,0,0,0,0,33.59725,33.59725,11,841
2,0,0,1,0,0,1,0,25,21,0,1,1,6,48,4.20884,28.79016,24.58131,13,625
2,0,0,1,0,0,1,0,33,27,0,1,1,1,20,.30438,35.29759,34.99322,13,1089
2,0,0,1,0,0,1,0,28,20,1,0,1,52,40,25.11661,45.86694,20.75033,14,784
2,0,1,0,1,1,1,0,32,26,0,1,0,0,0,0,52.48981,52.48981,15,1024
2,0,1,0,1,1,1,0,34,22,0,1,1,16,40,3.70504,3.70504,0,12,1156
2,0,1,0,1,1,1,0,29,22,0,1,0,0,0,0,20.84478,20.84478,16,841
3,1,1,0,1,1,1,0,35,19,0,1,1,52,40,17.87445,46.78006,28.90561,12,1225
2,0,0,0,1,0,0,0,35,26,0,1,1,25,20,4.73363,63.53147,58.79784,18,1225
3,1,1,0,1,1,1,0,35,22,0,1,1,52,23,7.65148,67.70881,60.05734,13,1225
5,1,1,0,1,1,1,0,30,17,1,0,1,50,40,16.80388,49.35156,32.54767,12,900
2,0,0,1,0,0,1,0,33,26,0,1,1,13,40,2.2776,40.07322,37.79559,15,1089
3,1,0,0,0,1,0,0,35,20,0,1,1,24,30,7.3576,12.71049,5.35289,12,1225
2,0,0,1,0,0,1,0,23,17,0,1,1,9,40,1.87876,41.61609,39.73734,12,529
2,0,1,0,1,1,1,0,32,21,1,0,1,42,40,27.9295,68.05519,40.12569,17,1024
2,0,0,0,1,0,0,0,32,24,0,1,0,0,0,0,47.25238,47.25238,12,1024
3,1,0,0,0,1,0,0,34,19,0,1,0,0,0,0,29.05255,29.05255,12,1156
2,0,0,1,0,0,1,0,34,20,0,1,1,52,40,11.55595,24.44488,12.88892,12,1156
4,1,0,0,0,1,0,0,32,20,0,1,1,30,20,.64025,4.11438,3.47413,15,1024
2,0,1,0,1,1,1,0,26,17,0,1,1,9,30,.64025,28.84264,28.20239,12,676
3,1,1,0,1,1,1,0,31,18,1,0,0,0,0,0,26.94289,26.94289,12,961
3,1,0,0,0,1,0,0,25,16,0,1,0,0,0,0,42.55022,42.55022,10,625
2,0,1,0,1,1,1,0,30,22,0,1,0,0,0,0,6.93777,6.93777,13,900
2,0,0,0,0,1,0,0,31,22,0,1,0,0,0,0,21.00222,21.00222,12,961
3,1,1,0,1,1,1,0,32,18,0,1,1,2,16,.09446,17.94792,17.85347,9,1024
2,0,0,0,0,1,0,0,32,26,0,1,0,0,0,0,48.29147,48.29147,17,1024
2,0,0,0,1,0,0,0,32,25,0,1,0,0,0,0,98.68214,98.68214,16,1024
2,0,0,0,1,0,0,0,22,20,1,0,1,22,20,1.39595,17.78,16.38405,11,484
5,1,0,1,0,0,1,0,34,22,1,0,1,52,40,17.0138,43.66278,26.649,12,1156
2,0,0,1,0,0,1,0,34,29,0,1,0,0,0,0,68.24413,68.24413,16,1156
2,0,0,0,0,1,0,0,33,22,0,1,1,52,40,14.7047,54.5995,39.89478,12,1089
2,0,0,0,1,0,0,0,29,24,0,1,1,50,40,14.99859,23.65767,8.65909,14,841
2,0,0,0,1,0,0,0,33,24,0,1,0,0,0,0,23.10139,23.10139,13,1089
2,0,0,0,0,1,0,0,34,26,0,1,0,0,0,0,67.184,67.184,16,1156
2,0,0,1,0,0,1,0,28,22,0,1,1,50,40,21.00222,37.80609,16.80388,16,784
2,0,0,0,0,1,0,0,33,26,0,1,1,20,40,6.30802,29.89222,23.5842,14,1089
2,0,0,1,0,0,1,0,32,24,0,1,1,40,37,23.10139,109.3144,86.213,18,1024
3,1,0,0,0,1,0,0,32,19,1,0,1,28,40,9.666691,30.94181,21.27511,12,1024
2,0,0,1,0,0,1,0,33,23,0,1,1,40,37,22.26173,51.67116,29.40941,16,1089
2,0,0,0,0,1,0,0,32,21,0,1,1,52,48,2.94934,26.05073,23.10139,12,1024
2,0,0,0,1,0,0,0,30,21,0,1,1,40,45,21.00222,69.29369,48.29147,15,900
2,0,1,0,1,1,1,0,30,23,1,0,0,0,0,0,62.98569,62.98569,16,900
3,1,0,0,0,1,0,0,23,17,0,1,0,0,0,0,37.80609,37.80609,8,529
2,0,0,0,0,1,0,0,27,21,1,0,1,14,40,2.94934,40.74494,37.79559,7,729
3,1,1,0,1,1,1,0,30,21,0,1,0,0,0,0,25.00116,25.00116,12,900
2,0,0,0,1,0,0,0,26,18,0,1,1,52,40,14.91463,51.67116,36.7565,12,676
3,1,0,1,0,0,1,0,25,18,0,1,0,0,0,0,44.09313,44.09313,12,625
2,0,1,0,1,1,1,0,28,24,1,0,0,0,0,0,31.49809,31.49809,16,784
3,1,0,0,1,0,0,0,35,18,0,1,0,0,0,0,60.68709,60.68709,10,1225
3,1,0,0,0,1,0,0,31,20,1,0,1,12,34,2.17264,7.39959,5.22694,12,961
2,0,0,0,0,1,0,0,24,15,0,1,1,52,40,12.60553,18.91355,6.30802,12,576
2,0,1,0,1,1,1,0,30,23,1,0,1,49,38,10.9262,38.22594,27.29975,13,900
2,0,0,0,1,0,0,0,32,25,1,0,0,0,0,0,12.9414,12.9414,12,1024
2,0,0,1,0,0,1,0,32,23,1,0,1,51,40,23.10139,53.62338,30.52197,13,1024
2,0,0,0,0,1,0,0,35,23,0,1,0,0,0,0,30.53247,30.53247,7,1225
2,0,0,0,1,0,0,0,23,19,1,0,1,52,40,14.7047,35.70694,21.00222,13,529
2,0,0,0,1,0,0,0,27,20,1,0,1,48,40,15.12454,36.12675,21.00222,12,729
2,0,1,0,1,1,1,0,33,22,1,0,1,52,39,27.29975,31.55058,4.25082,12,1089
3,1,0,1,0,0,1,0,34,25,1,0,1,44,35,28.34933,87.14719,58.79784,18,1156
2,0,0,0,0,1,0,0,32,25,1,1,1,12,10,8.40719,33.60775,25.20058,12,1024
3,1,1,0,1,1,1,0,27,23,1,0,1,24,40,2.57149,25.01164,22.44016,13,729
3,1,0,0,1,0,0,0,25,19,0,1,0,0,0,0,18.90305,18.90305,7,625
4,1,0,0,1,0,0,0,30,17,1,0,1,52,38,17.20272,82.10913,64.90644,11,900
2,0,0,0,1,0,0,0,32,15,1,0,1,50,38,30.4485,43.23247,12.78396,11,1024
2,0,0,0,0,1,0,0,31,19,1,0,1,52,40,18.39925,48.61684,30.21759,12,961
3,1,0,0,1,0,0,0,31,17,1,0,1,52,40,27.29975,36.86147,9.56173,12,961
2,0,0,1,0,0,1,0,29,21,1,0,0,0,0,0,56.69866,56.69866,15,841
2,0,0,1,0,0,1,0,29,23,0,1,0,0,0,0,36.50463,36.50463,10,841
4,1,0,1,0,0,1,0,31,16,0,1,1,26,8,2.5295,19.33338,16.80388,12,961
2,0,0,0,1,0,0,0,26,19,0,1,1,52,52,18.90305,56.69866,37.79559,12,676
3,1,0,0,1,0,0,0,27,19,1,0,1,9,10,.43033,21.32759,20.89727,12,729
2,0,0,0,0,1,0,0,30,19,0,1,0,0,0,0,29.39892,29.39892,8,900
4,1,0,0,0,1,0,0,35,20,1,0,1,52,40,21.42206,46.89553,25.47347,15,1225
2,0,0,0,0,1,0,0,23,17,1,0,1,4,40,.45132,9.866111,9.41479,11,529
2,0,1,0,1,1,1,0,29,20,1,0,1,38,38,8.78504,27.14231,18.35727,13,841
3,1,0,1,0,0,1,0,30,21,1,0,0,0,0,0,21.62148,21.62148,12,900
4,1,0,0,1,0,0,0,31,20,1,0,0,0,0,0,23.75214,23.75214,12,961
2,0,0,0,1,0,0,0,30,26,1,0,1,40,30,12.60553,39.91578,27.31023,5,900
2,0,0,1,0,0,1,0,33,29,0,1,1,30,40,10.50636,35.70694,25.20058,12,1089
3,1,1,0,1,1,1,0,31,21,0,1,0,0,0,0,59.42759,59.42759,12,961
2,0,0,0,1,0,0,0,23,18,0,1,1,50,60,16.38405,37.38625,21.00222,9,529
2,0,1,0,1,1,1,0,33,20,1,0,1,50,38,30.4485,30.4485,0,6,1089
2,0,0,1,0,0,1,0,26,20,0,1,1,1,4,.19942,23.99355,23.79413,12,676
3,1,0,0,0,1,0,0,29,19,0,1,1,40,25,4.20884,31.54008,27.33123,12,841
3,1,1,0,1,1,1,0,30,21,1,0,1,52,40,12.60553,18.49372,5.88818,13,900
3,1,0,0,0,1,0,0,29,22,0,1,1,52,40,35.69644,53.65488,17.95842,16,841
3,1,0,0,0,1,0,0,28,24,0,1,0,0,0,0,11.55595,11.55595,12,784
3,1,0,0,1,0,0,0,35,19,1,0,1,52,40,14.7047,41.28022,26.57553,12,1225
3,1,0,0,0,1,0,0,28,17,1,0,0,0,0,0,15.58636,15.58636,12,784
2,0,0,1,0,0,1,0,26,23,0,1,1,52,40,16.80388,46.48619,29.68231,12,676
2,0,0,0,1,0,0,0,24,20,0,1,1,24,38,6.93777,25.84081,18.90305,9,576
4,1,1,0,1,1,1,1,30,19,0,1,1,4,24,1.12306,32.41123,31.28817,1,900
8,1,0,1,0,0,1,0,30,16,0,1,1,52,30,14.7047,56.69866,41.99394,1,900
5,1,1,0,1,1,1,0,28,15,1,0,1,40,40,7.33661,17.59106,10.25446,9,784
2,0,1,0,1,1,1,0,26,18,0,1,1,52,40,12.37463,16.58347,4.20884,9,676
4,1,1,0,1,1,1,0,31,25,0,1,1,24,40,5.55231,5.55231,0,0,961
4,1,0,0,1,0,0,0,22,17,1,0,0,0,0,0,32.55817,32.55817,12,484
2,0,1,0,1,1,1,0,35,24,1,0,1,28,35,6.81182,36.98744,30.17561,15,1225
3,1,0,1,0,0,1,0,28,15,1,0,1,40,50,18.90305,37.80609,18.90305,16,784
2,0,0,1,0,0,1,0,32,22,0,1,1,40,47,9.96058,30.9628,21.00222,9,1024
4,1,0,1,0,0,1,0,26,18,1,0,1,47,99,2.10967,8.41768,6.30802,12,676
3,1,0,0,1,0,0,0,29,15,1,0,0,0,0,0,14.20091,14.20091,12,841
8,1,0,0,1,0,0,0,33,18,0,1,0,0,0,0,10.50636,10.50636,3,1089
4,1,0,0,0,1,0,0,31,24,0,1,1,8,20,.5143,8.60661,8.09231,19,961
5,1,0,1,0,0,1,0,33,21,1,0,1,13,40,2.5295,16.18463,13.65512,12,1089
4,1,0,1,0,0,1,0,28,16,1,0,1,40,20,5.25843,23.82561,23.82561,13,784
2,0,0,0,0,1,0,0,26,17,1,0,1,52,40,15.7543,34.65734,18.90305,13,676
2,0,0,1,0,0,1,0,35,20,1,0,1,52,40,10.50636,31.25669,20.75033,14,1225
2,0,1,0,1,1,1,0,28,16,1,0,0,0,0,0,12.60553,12.60553,12,784
3,1,0,1,0,0,1,0,23,16,0,1,0,0,0,0,32.9675,32.9675,0,529
2,0,0,1,0,0,1,0,31,21,1,0,1,12,25,6.72785,10.93669,4.20884,11,961
2,0,1,0,1,1,1,0,29,22,1,0,0,0,0,.22041,43.58931,43.36891,12,841
3,1,0,0,1,0,0,0,32,22,0,1,1,4,45,.7452101,67.92925,67.184,11,1024
3,1,0,0,0,1,0,0,35,24,0,1,0,0,0,0,55.22925,55.22925,12,1225
2,0,0,1,0,0,1,0,29,21,0,1,0,0,0,0,13.66562,13.66562,12,841
3,1,1,0,1,1,1,0,26,19,1,0,1,50,40,10.08652,30.24908,20.16255,12,676
5,1,0,0,1,0,0,0,25,15,1,0,1,20,40,6.30802,32.2433,25.93528,11,625
5,1,0,0,0,1,0,0,31,19,0,1,0,0,0,0,30.08116,30.08116,10,961
